task_id_list	courier_id	total_score	willingness
T0000	C000	36.297	0.6962
T0000	C001	41.548	0.4312
T0000	C002	39.492	0.6102
T0000	C003	45.394	0.4899
T0000	C004	44.022	0.2892
T0000	C005	47.964	0.2930
T0000	C006	58.662	0.4108
T0000	C007	37.506	0.5723
T0000	C008	37.942	0.6014
T0000	C009	46.253	0.3811
T0000	C010	50.110	0.5885
T0000	C011	50.169	0.5913
T0000	C012	59.065	0.4550
T0000	C013	65.123	0.4550
T0000	C014	41.571	0.6013
T0000	C015	66.388	0.5072
T0000	C016	44.433	0.2596
T0000	C017	71.940	0.3667
T0000	C018	55.210	0.4985
T0000	C019	50.328	0.5843
T0000	C020	31.038	0.4683
T0000	C021	42.801	0.6133
T0000	C022	47.053	0.6797
T0000	C023	37.849	0.4840
T0000	C024	29.325	0.6716
T0000	C025	26.070	0.5210
T0000	C026	38.490	0.5538
T0000	C027	34.382	0.4153
T0000	C028	32.635	0.3675
T0000	C029	48.108	0.5623
T0000	C030	38.782	0.5841
T0000	C031	45.062	0.6849
T0000	C032	47.292	0.6409
T0000	C033	28.598	0.5193
T0000	C034	35.485	0.4277
T0000	C035	41.823	0.5052
T0000	C036	39.254	0.3860
T0000	C037	27.717	0.5053
T0000	C038	47.752	0.6390
T0000	C039	57.728	0.4458
T0000	C040	30.128	0.4442
T0000	C041	57.596	0.4545
T0000	C042	56.902	0.4052
T0000	C043	40.651	0.7059
T0000	C044	40.236	0.5112
T0000	C045	73.703	0.6911
T0000	C046	40.068	0.5341
T0000	C047	37.814	0.5803
T0000	C048	57.927	0.6732
T0000	C049	44.370	0.7459
T0000	C050	36.484	0.4914
T0000	C051	46.148	0.6346
T0000	C052	50.266	0.2922
T0000	C053	47.930	0.4109
T0000	C054	59.878	0.5048
T0000	C055	48.279	0.4397
T0000	C056	45.902	0.4030
T0000	C057	49.135	0.6617
T0000	C058	43.253	0.5964
T0000	C059	16.251	0.3253
T0000	C060	22.127	0.4426
T0000	C061	24.498	0.6177
T0000	C062	49.049	0.4918
T0000	C063	45.624	0.4117
T0000	C064	47.368	0.5884
T0000	C065	22.432	0.5854
T0000	C066	53.599	0.4883
T0000	C067	42.579	0.7129
T0000	C068	31.103	0.2395
T0000	C069	30.278	0.5211
T0000	C070	57.446	0.5893
T0000	C071	39.382	0.4980
T0000	C072	38.423	0.4950
T0000	C073	49.009	0.3685
T0000	C074	14.743	0.4675
T0000	C075	27.647	0.5030
T0000	C076	42.622	0.4552
T0000	C077	34.079	0.2362
T0000	C078	39.237	0.6268
T0000	C079	54.078	0.7122
T0001	C000	21.446	0.4648
T0001	C001	28.319	0.3042
T0001	C002	44.930	0.5513
T0001	C003	28.657	0.6165
T0001	C004	16.147	0.7182
T0001	C005	64.496	0.3458
T0001	C006	47.024	0.6036
T0001	C007	44.440	0.4062
T0001	C008	31.742	0.3941
T0001	C009	40.974	0.2327
T0001	C010	38.186	0.6260
T0001	C011	34.074	0.5142
T0001	C012	44.211	0.4624
T0001	C013	41.317	0.4918
T0001	C014	20.161	0.6473
T0001	C015	48.607	0.5701
T0001	C016	48.940	0.4281
T0001	C017	46.930	0.5482
T0001	C018	51.910	0.5322
T0001	C019	27.520	0.6674
T0001	C020	30.755	0.4936
T0001	C021	25.265	0.4646
T0001	C022	46.838	0.4847
T0001	C023	50.354	0.6458
T0001	C024	6.437	0.6794
T0001	C025	50.043	0.7300
T0001	C026	41.479	0.5932
T0001	C027	53.892	0.4702
T0001	C028	47.960	0.6546
T0001	C029	53.324	0.4648
T0001	C030	50.610	0.4042
T0001	C031	32.681	0.4558
T0001	C032	40.319	0.4238
T0001	C033	29.410	0.4120
T0001	C034	22.578	0.4943
T0001	C035	40.853	0.4019
T0001	C036	39.212	0.3594
T0001	C037	48.278	0.4633
T0001	C038	65.351	0.4964
T0001	C039	49.813	0.4460
T0001	C040	25.612	0.5255
T0001	C041	68.845	0.3708
T0001	C042	32.737	0.3757
T0001	C043	31.631	0.6365
T0001	C044	30.804	0.5255
T0001	C045	39.717	0.4585
T0001	C046	36.327	0.3410
T0001	C047	16.372	0.5471
T0001	C048	50.633	0.7258
T0001	C049	24.017	0.5901
T0001	C050	40.293	0.5162
T0001	C051	34.802	0.5960
T0001	C052	37.980	0.5501
T0001	C053	33.393	0.4717
T0001	C054	39.644	0.5135
T0001	C055	45.031	0.4230
T0001	C056	43.368	0.3957
T0001	C057	34.529	0.4354
T0001	C058	48.682	0.3213
T0001	C059	36.024	0.3527
T0001	C060	34.582	0.4113
T0001	C061	21.557	0.7010
T0001	C062	11.392	0.4724
T0001	C063	36.403	0.5753
T0001	C064	50.720	0.4510
T0001	C065	26.918	0.6166
T0001	C066	60.745	0.4899
T0001	C067	43.187	0.7130
T0001	C068	18.121	0.3916
T0001	C069	38.948	0.7222
T0001	C070	44.213	0.6264
T0001	C071	34.610	0.4519
T0001	C072	37.982	0.3585
T0001	C073	26.001	0.4524
T0001	C074	51.768	0.3532
T0001	C075	31.524	0.3173
T0001	C076	40.217	0.4424
T0001	C077	50.556	0.5458
T0001	C078	33.199	0.5877
T0001	C079	32.129	0.5041
T0002	C000	71.806	0.6143
T0002	C001	57.846	0.2329
T0002	C002	90.242	0.2618
T0002	C003	41.587	0.5732
T0002	C004	68.979	0.4163
T0002	C005	89.882	0.4937
T0002	C006	89.946	0.3858
T0002	C007	58.126	0.4150
T0002	C008	70.594	0.3782
T0002	C009	74.781	0.2473
T0002	C010	81.994	0.3135
T0002	C011	94.714	0.1584
T0002	C012	83.604	0.3115
T0002	C013	86.803	0.4779
T0002	C014	74.176	0.3653
T0002	C015	75.825	0.5207
T0002	C016	79.407	0.5518
T0002	C017	84.876	0.3939
T0002	C018	104.854	0.6129
T0002	C019	73.098	0.3861
T0002	C020	72.840	0.1509
T0002	C021	61.539	0.4602
T0002	C022	83.299	0.4683
T0002	C023	94.736	0.2567
T0002	C024	52.962	0.5644
T0002	C025	68.299	0.5048
T0002	C026	76.019	0.2957
T0002	C027	58.970	0.3279
T0002	C028	68.089	0.3606
T0002	C029	60.712	0.4145
T0002	C030	74.346	0.4212
T0002	C031	70.003	0.5562
T0002	C032	83.927	0.4076
T0002	C033	70.462	0.4972
T0002	C034	71.252	0.5870
T0002	C035	73.433	0.5114
T0002	C036	62.816	0.2307
T0002	C037	68.064	0.3575
T0002	C038	96.103	0.3893
T0002	C039	65.523	0.5501
T0002	C040	62.136	0.5220
T0002	C041	83.446	0.2858
T0002	C042	87.443	0.3742
T0002	C043	70.106	0.6544
T0002	C044	52.075	0.5099
T0002	C045	84.545	0.5898
T0002	C046	89.784	0.3044
T0002	C047	68.117	0.4467
T0002	C048	69.717	0.6324
T0002	C049	51.399	0.4355
T0002	C050	56.104	0.4956
T0002	C051	85.981	0.5537
T0002	C052	62.001	0.4273
T0002	C053	73.588	0.4692
T0002	C054	70.605	0.6594
T0002	C055	60.754	0.5407
T0002	C056	81.290	0.3200
