task_id_list	courier_id	total_score	willingness
T0000	C000	72.569	0.4742
T0000	C001	86.211	0.2280
T0000	C002	85.210	0.4688
T0000	C003	117.834	0.3539
T0000	C004	78.338	0.4258
T0000	C005	93.123	0.4475
T0000	C006	62.708	0.3851
T0000	C007	91.902	0.4852
T0000	C008	84.870	0.3481
T0000	C009	93.320	0.5176
T0000	C010	90.560	0.3071
T0000	C011	69.106	0.2570
T0000	C012	96.862	0.1288
T0000	C013	89.058	0.2690
T0000	C014	100.991	0.4002
T0000	C015	92.955	0.5822
T0000	C016	111.162	0.4949
T0000	C017	78.996	0.2635
T0000	C018	90.959	0.2570
T0000	C019	95.766	0.2439
T0000	C020	101.135	0.5332
T0000	C021	103.391	0.3710
T0000	C022	89.371	0.2160
T0000	C023	84.688	0.5884
T0000	C024	110.355	0.3609
T0000	C025	69.016	0.3076
T0000	C026	94.967	0.2855
T0000	C027	87.049	0.3049
T0000	C028	56.928	0.3234
T0000	C029	57.627	0.1184
T0000	C030	76.503	0.2095
T0000	C031	78.209	0.3332
T0000	C032	102.984	0.3629
T0000	C033	77.735	0.3819
T0000	C034	78.036	0.2467
T0000	C035	110.937	0.3274
T0000	C036	102.871	0.3569
T0000	C037	102.991	0.2746
T0000	C038	83.970	0.1879
T0000	C039	79.434	0.2429
T0000	C040	81.863	0.3036
T0000	C041	65.812	0.3058
T0000	C042	76.001	0.4603
T0000	C043	109.532	0.3285
T0000	C044	72.870	0.5137
T0000	C045	68.207	0.4467
T0000	C046	71.876	0.4066
T0000	C047	102.462	0.3406
T0000	C048	81.468	0.2956
T0000	C049	86.347	0.4246
T0000	C050	81.395	0.7309
T0000	C051	102.005	0.3372
T0000	C052	116.256	0.3106
T0000	C053	83.249	0.2325
T0000	C054	61.779	0.3984
T0000	C055	95.619	0.4554
T0000	C056	70.564	0.4948
T0000	C057	88.779	0.5789
T0000	C058	105.523	0.1900
T0000	C059	64.702	0.3811
T0001	C000	31.822	0.7613
T0001	C001	5.919	0.3755
T0001	C002	27.117	0.4975
T0001	C003	40.101	0.4430
T0001	C004	46.360	0.2678
T0001	C005	11.404	0.7672
T0001	C006	31.227	0.7527
T0001	C007	35.114	0.5800
T0001	C008	25.698	0.2173
T0001	C009	39.368	0.5699
T0001	C010	43.557	0.5603
T0001	C011	30.703	0.6203
T0001	C012	28.862	0.3664
T0001	C013	57.901	0.3976
T0001	C014	35.434	0.7337
T0001	C015	36.505	0.6723
T0001	C016	43.922	0.6101
T0001	C017	16.084	0.4534
T0001	C018	52.900	0.2941
T0001	C019	30.484	0.6207
T0001	C020	65.818	0.3624
T0001	C021	33.263	0.6486
T0001	C022	37.112	0.3973
T0001	C023	29.714	0.5996
T0001	C024	54.100	0.6660
T0001	C025	39.447	0.1637
T0001	C026	25.869	0.4592
