task_id_list	courier_id	total_score	willingness
T0000	C000	80.962	0.3995
T0000	C001	62.018	0.2836
T0000	C002	47.662	0.6025
T0000	C003	64.743	0.3150
T0000	C004	54.143	0.3954
T0000	C005	65.862	0.5906
T0000	C006	56.416	0.4570
T0000	C007	74.553	0.3234
T0000	C008	46.907	0.6269
T0000	C009	46.219	0.4398
T0000	C010	53.798	0.5976
T0000	C011	69.552	0.4982
T0000	C012	28.819	0.2230
T0000	C013	64.858	0.2678
T0000	C014	42.017	0.3553
T0000	C015	59.432	0.6924
T0000	C016	51.993	0.5495
T0000	C017	54.110	0.4276
T0000	C018	43.691	0.3050
T0000	C019	53.512	0.3647
T0000	C020	86.826	0.5129
T0000	C021	58.138	0.4582
T0000	C022	48.354	0.4985
T0000	C023	50.336	0.2646
T0000	C024	97.296	0.4774
T0000	C025	50.961	0.6054
T0000	C026	55.597	0.4000
T0000	C027	40.934	0.4183
T0000	C028	51.045	0.4487
T0000	C029	45.647	0.5041
T0000	C030	53.207	0.7183
T0000	C031	60.675	0.5588
T0000	C032	80.044	0.3194
T0000	C033	47.746	0.5934
T0000	C034	49.882	0.6433
T0000	C035	43.175	0.2028
T0000	C036	83.062	0.4431
T0000	C037	74.706	0.3415
T0000	C038	77.372	0.5724
T0000	C039	69.998	0.6090
T0000	C040	61.749	0.2279
T0000	C041	53.634	0.3552
T0000	C042	53.986	0.3842
T0000	C043	55.819	0.6205
T0000	C044	72.210	0.2720
T0000	C045	48.489	0.4964
T0000	C046	70.654	0.3815
T0000	C047	37.433	0.5434
T0000	C048	76.639	0.5104
T0000	C049	68.324	0.4599
T0000	C050	54.140	0.2945
T0000	C051	65.578	0.4675
T0000	C052	51.736	0.4664
T0000	C053	63.147	0.5422
T0000	C054	49.473	0.6295
T0000	C055	64.185	0.2088
T0000	C056	75.548	0.4018
T0000	C057	56.613	0.2753
T0000	C058	56.893	0.5665
T0000	C059	64.396	0.5514
T0001	C000	67.134	0.2203
T0001	C001	57.381	0.4867
T0001	C002	42.571	0.3472
T0001	C003	60.536	0.3086
T0001	C004	54.765	0.6423
T0001	C005	38.780	0.6850
T0001	C006	50.996	0.4169
T0001	C007	63.068	0.4213
T0001	C008	62.987	0.2984
T0001	C009	37.905	0.2266
T0001	C010	59.669	0.3023
T0001	C011	58.614	0.6609
T0001	C012	35.619	0.6252
T0001	C013	47.730	0.3216
T0001	C014	27.839	0.4167
T0001	C015	51.428	0.4725
T0001	C016	67.310	0.2362
T0001	C017	42.613	0.4110
T0001	C018	24.549	0.3765
T0001	C019	39.184	0.6528
T0001	C020	59.843	0.3960
T0001	C021	60.337	0.5287
T0001	C022	25.022	0.5917
T0001	C023	45.173	0.4868
T0001	C024	79.536	0.3041
T0001	C025	48.338	0.6095
T0001	C026	48.762	0.4613
T0001	C027	57.325	0.5743
T0001	C028	41.701	0.3468
T0001	C029	39.394	0.1889
T0001	C030	53.876	0.4015
T0001	C031	70.538	0.4587
T0001	C032	56.290	0.4245
T0001	C033	51.550	0.4030
T0001	C034	34.880	0.4309
T0001	C035	26.936	0.5682
T0001	C036	48.931	0.2909
T0001	C037	50.972	0.3685
